Brand,Title,Category,Price,Count,Quantity,Unit,Image Link,Url,About the Product,Other Product Info,EAN Code
fresho!,"fresho! Basil - Thai, Sweet, 10 g",fruits & vegetables -> herbs & seasonings,35,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40101340_1-fresho-basil-thai-sweet.jpg']",https://www.bigbasket.com/pd/40101340/fresho-basil-thai-sweet-10-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=2&t_s=Basil+-+Thai%252C+Sweet,"Fresho brings to you fresh Thai Sweet Basil. It has a sweet delicate flavor and aroma.
It has shiny green, slightly serrated, narrow leaves with a sweet, anise-like scent.
It has have antioxidants, anti-cancer properties, anti-viral, anti-bacterial, and anti-fungal properties.
It can be eaten raw, slivered, and added to salads, both your plain old cucumber-tomato salad or something meaty like northern Thai carb.","EAN Code: 40101340  Country of origin: India  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email: customerservice@bigbasket.com",40101340
fresho!,"fresho! Apple - Royal Gala, Premium, 2x4 pcs (Multipack)",fruits & vegetables -> fresh fruits,428,2,4,pcs,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/1203782_1-fresho-apple-royal-gala-premium.jpg']",https://www.bigbasket.com/pd/1203782/fresho-apple-royal-gala-premium-2x4-pcs/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=14&t_s=Apple+-+Royal+Gala%252C+Premium,"Gala Apple is a bright reddish orange apple, with vertical stripes. They are sweet and have a pleasant aroma. The gala apple originated in New Zealand but is now widely grown in the US. Apples are a good source of energy. Unlike the quick boost one gets from Coffee, Apples are packed with complex carbohydrate which break down gradually releasing energy over a longer period of time. Fresho! Premium is our range of handpicked best quality fruits. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/","EAN Code: 1203782  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road,
Off 100 Feet Road Indiranagar
Landmark: Above HDFC Bank
Bangalore, Karnataka 560071  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",1203782
fresho!,"fresho! Dragon Fruit (Loose), 1 pc (Approx. 300 g - 400 g)",fruits & vegetables -> exotic fruits & veggies,65,1,1,pc,"['https://www.bigbasket.com/media/uploads/p/l/40008982-2_4-fresho-dragon-fruit.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40008982-4_1-fresho-dragon-fruit.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40008982_15-fresho-dragon-fruit.jpg']",https://www.bigbasket.com/pd/40008982/fresho-dragon-fruit-1-pc/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=19&t_s=Dragon+Fruit+%2528Loose%2529,"Experience the exotic allure of Dragon Fruit, a vibrant and nutrient-rich tropical delight. With its striking pink skin and speckled, juicy white flesh, this fruit is as beautiful as it is delicious. Grown organically and packed with antioxidants, Dragon Fruit offers a subtly sweet flavour with a satisfying crunch. Perfect for smoothies, salads, or simply enjoyed on its own, it brings a touch of the tropics to your table. Elevate your culinary creations and embrace the natural goodness of this unique fruit, harvested with care to ensure the highest quality and freshest taste.","EAN Code: 40008982 Manufactured Name & Marketed By INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034FSSAI: 10015042002228Country of Origin: Thailand, Vietnam Best before 3 days from the delivery date.Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date.For Queries/Feedback/Complaints, contact our customer care executive at 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory Bus Stop. KR Puram, Bangalore - 560016 Email: customerservice@bigbasket.com",40008982
fresho!,"fresho! Amaranthus - Red Cleaned, without roots, 1 kg",fruits & vegetables -> fresh vegetables,163,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/40001242-2_1-fresho-amaranthus-red-cleaned-without-roots.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40001242-4_1-fresho-amaranthus-red-cleaned-without-roots.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40001242_16-fresho-amaranthus-red-cleaned-without-roots.jpg']",https://www.bigbasket.com/pd/40001242/fresho-amaranthus-red-cleaned-without-roots-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=36&t_s=Amaranthus+-+Red+Cleaned%252C+without+roots,"A highly nutritious leafy vegetable, Red Amaranthus has bright red leaves and a flavour similar to a beat. The Red variety produces feathery purple, magenta or red flowers from the central stalk which is packed with edible seeds. But once they mature and become bushy, they are not edible and should be avoided.
 Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1109/thotakura-vadiyalu-curry/","EAN Code: 40001242  Sourced & Marketed by: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED
No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034  Country of Origin: India  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",40001242
fresho!,"fresho! Tomato - Local, Organically Grown (Loose), 1 kg",fruits & vegetables -> organic fruits & vegetables,85,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/40130385-2_1-fresho-tomato-local-organically-grown.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40130385_3-fresho-tomato-local-organically-grown.jpg']",https://www.bigbasket.com/pd/40130385/fresho-tomato-local-organically-grown-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=37&t_s=Tomato+-+Local%252C+Organically+Grown+%2528Loose%2529,"Local tomatoes are partly sour and partly sweet and contain many seeds inside which are edible. The red colour present in tomatoes are due to lycopene, an antioxidant. We selectively pick organically grown tomatoes from the best farms.  Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/935/tomato-chutney-for-dosa-and-idly/","EAN Code: 40130385  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road,
Off 100 Feet Road Indiranagar
Landmark: Above HDFC Bank
Bangalore, Karnataka 560071  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",40130385
fresho!,"fresho! Amla (Loose), 1 kg",fruits & vegetables -> organic fruits & vegetables,155,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/10000332-2_9-fresho-amla.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/10000332/fresho-amla-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=6&t_s=Amla+%2528Loose%2529,"Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.

Fresho  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.","EAN Code: 10000332  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",10000332
fresho!,"fresho! Beans - French, Ring (Loose), 1 kg",fruits & vegetables -> fresh vegetables,171,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/10000042-2_4-fresho-beans-french-ring.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000042-4_2-fresho-beans-french-ring.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/10000042/fresho-beans-french-ring-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=39&t_s=Beans+-+French%252C+Ring+%2528Loose%2529,"Thin and cylindrical in shape, French Ring beans come with plump notches that enclose the peas inside.
Peas are lime green in colour and semi starchy with sweet and grassy flavours.","EAN Code: 10000042000  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 

Off 100 Feet Road Indiranagar

Landmark: Above HDFC Bank

Bangalore, Karnataka 560071  Country of Origin: India  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",10000042000
fresho!,"fresho! Lollo Rosso Lettuce - Hydroponically Grown With Live Roots, 125 - 200 g",fruits & vegetables -> exotic fruits & veggies,65,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40198825_1-fresho-lollo-rosso-lettuce-hydroponically-grown-with-live-roots.jpg']",https://www.bigbasket.com/pd/40198825/fresho-lollo-rosso-lettuce-hydroponically-grown-with-live-roots-125-200-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=20&t_s=Lollo+Rosso+Lettuce+-+Hydroponically+Grown+With+Live+Roots,"Lollo Rosso lettuce is curly and frilly, leaves shaped like a hand fan and are light green in the centre and make a transition to a deep red-maroon around the edges.
Lollo Rosso lettuce is tender, crisp, and chewy with a sweet, slightly bitter, and nutty flavour.
It is hydroponically grown with live roots and is pesticide-free and completely traceable to the farm.
It is grown hygienically and saving up to 90% water as compared to conventional farming.","EAN Code: 40198825  FSSAI Number: 11520037000328  Manufactured & Marketed By: Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507  Country of Origin: India Best before 2 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40198825
fresho!,"fresho! Mango Alphonso, Ratnagiri, 6 pcs (Approx. 200g - 225g per pc)",fruits & vegetables -> fresh fruits,426,1,6,pcs,"['https://www.bigbasket.com/media/uploads/p/l/30001006-2_1-fresho-alphonso-mango-ratnagiri.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/30001006/fresho-alphonso-mango-ratnagiri-6-pcs/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=35&t_s=Mango+Alphonso%252C+Ratnagiri,"Ratnagiri Alphonso Mangoes are superior variety mangoes with regard to its sweetness and aroma.
They get their unique fragrance from the salty sea breeze and agro-climatic conditions prevailing in the hills of Ratnagiri.
This fruit is bright golden yellow in colour and is oval in shape.
We source the best carbide-free Alphonsos directly from the farms of Ratnagiri, Maharashtra.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
Carbide is not used in the Ripening process of the mangoes.","EAN Code: 30001006  Country of origin: India  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email: customerservice@bigbasket.com",30001006
fresho!,"fresho! Beans - Haricot (Loose), 1 kg",fruits & vegetables -> fresh vegetables,195,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/40089741-3_1-fresho-beans-haricot.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40089741/fresho-beans-haricot-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=28&t_s=Beans+-+Haricot+%2528Loose%2529,"Haricot beans are small, oval, plump and creamy-white with a mild flavour and a smooth, buttery texture.","EAN Code: 40089741  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 

Off 100 Feet Road Indiranagar

Landmark: Above HDFC Bank

Bangalore, Karnataka 560071  Country of Origin: India  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",40089741
fresho!,"fresho! Cabbage, 1 pc (approx. 450 to 700 g)",fruits & vegetables -> fresh vegetables,25,1,1,pc,"['https://www.bigbasket.com/media/uploads/p/l/10000066-2_32-fresho-cabbage.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000066-4_3-fresho-cabbage.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000066-6_1-fresho-cabbage.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/10000066/fresho-cabbage-1-pc/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=36&t_s=Cabbage,"Cabbage, known as ""patta gobi"" in Hindi, is a versatile vegetable integral to Indian cuisine. It is used in a variety of dishes across different regions, showcasing its adaptability and popularity. In North India, cabbage is often shredded and cooked with spices to make ""patta gobi ki sabzi,"" a flavourful side dish served with roti or rice. In South India, it may be used in stir-fries or added to coconut-based curries. Cabbage is also pickled or fermented as ""gobi ka achar"" or ""gobi ki kanji,"" respectively, adding tanginess to meals. Its affordability and long shelf life make it a household favourite across India. Don't forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/710/cabbage-chowder/ |","EAN Code: 100000660Sourced & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071Country of Origin: IndiaBest before 3 days from the delivery date Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date For Queries/Feedback/Complaints, contact our customer care executive at 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory Bus Stop. KR Puram, Bangalore - 560016 Email: customerservice@bigbasket.com",100000660
fresho!,"fresho! Organic Sprouts Moong Green, 150 g",fruits & vegetables -> cuts & sprouts,44,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40292145-2_1-fresho-organic-sprouts-moong-green.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40292145-4_1-fresho-organic-sprouts-moong-green.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40292145-6_1-fresho-organic-sprouts-moong-green.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40292145/fresho-organic-sprouts-moong-green-150-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=5&t_s=Organic+Sprouts+Moong+Green,"Bean sprouts are the young shoots of the mung bean with petite pale yellow to pale green leaves attached on a silvery bright white shoot.
With a high water content, bean sprouts offer a crunch and subtle nutty flavour.
We take good care while growing and preparing sprouts in order to prevent contamination.","EAN Code: 8904256728430 Manufactured Name & Marketed By : Supermarket Grocery Supplies Pvt. Ltd 
The Fairway Business Park,
Challaghatta Village, Behind Dell,
Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071  FSSAI :10015042002228 Country of Origin: India  Best Before 2 days from delivery date.   For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.90426E+12
fresho!,"fresho! Cucumber - White (Loose), 1 kg",fruits & vegetables -> fresh vegetables,93,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/30000455-2_22-fresho-cucumber-white.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/30000455_10-fresho-cucumber-white.jpg']",https://www.bigbasket.com/pd/30000455/fresho-cucumber-white-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=31&t_s=Cucumber+-+White+%2528Loose%2529,"With an ivory coloured edible skin, white cucumbers have high water content and a crispy texture. Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2340/cucumber-lemonade/","EAN Code: 30000455  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road,

Off 100 Feet Road Indiranagar

Landmark: Above HDFC Bank

Bangalore, Karnataka 560071  Country of Origin: India  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",30000455
fresho!,"fresho! Lettuce Mix - Hydroponically Grown, 200 g",fruits & vegetables -> exotic fruits & veggies,56,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40211693_1-fresho-lettuce-mix-hydroponically-grown.jpg']",https://www.bigbasket.com/pd/40211693/fresho-lettuce-mix-hydroponically-grown-200-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=38&t_s=Lettuce+Mix+-+Hydroponically+Grown,"Premium Lettuce Mix consists of any  types of lettuce out of Locarno, Lollo, Romaine, Ice Berg, Summer Crisp, Butterhead and Green/Red Oak lettuce is curly and frilly, leaves shaped like a hand fan and are light green in the centre and make a transition to a deep red-maroon around the edges. Fresho premium lettuce is tender, crisp, and chewy with a sweet, slightly bitter, and nutty flavour. It is hydroponically grown with live roots and is pesticide-free and completely traceable to the farm. It is grown hygienically and saving up to 90% water as compared to conventional farming.","EAN Code: 890359456995  Country of origin: India  Manufacturer & Marketed by: Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071 FSSAI Number :10015042002228 Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.90359E+11
fresho!,"fresho! Banana - Raw, Diced, 200 g",fruits & vegetables -> cuts & sprouts,51,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40005827/fresho-banana-raw-diced-200-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=35&t_s=Banana+-+Raw%252C+Diced,"Relish the firm, Fresho raw bananas uniformly diced pack for its rich starchy texture in many Indian dishes.
Raw bananas are unripened bananas with tough, green skin. Their flesh is white, dense and has a starchy-tart flavour.
Fresho raw bananas are graded and sorted by our experts and best quality is delivered. 
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/678/kele-ka-kabab/","EAN Code: 40005827  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  FSSAI Number: 10019043002767

 Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com",40005827
fresho!,"fresho! Sun Melon, 1 pc 700 g - 1.5 kg",fruits & vegetables -> fresh fruits,94,1,1,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/30007325_4-fresho-sun-melon.jpg']",https://www.bigbasket.com/pd/30007325/fresho-sun-melon-1-pc/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=10&t_s=Sun+Melon,"A fruit that comes with buttery yellow skin and translucent flesh, Sun melon has a sweet aroma and flavour. When the melon is ripe, its hard rind turns bright yellow.


Sun melon are oblong with gently blunted ends. The fruit's seeds are sweet to taste.","EAN Code: 30007325  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 


Off 100 Feet Road Indiranagar


Landmark: Above HDFC Bank


Bangalore, Karnataka 560071  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",30007325
fresho!,"fresho! Red Cabbage - Medium, 1 Pc (Approx.601 g-950 g)",fruits & vegetables -> fresh vegetables,126,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40215110_1-fresho-red-cabbage-medium.jpg']",https://www.bigbasket.com/pd/40215110/fresho-red-cabbage-medium-1-pc-approx601-g-950-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=3&t_s=Red+Cabbage+-+Medium,"It is round, wrapped in purplish red leaf layers. The flavour is more peppery and bold compared to green ones. Its leaves are coarser as they have less water content. The red cabbage is also known as purple cabbage, red kraut, or blue kraut after preparation. Red Cabbage is more popular in western countries. It has protective effects against colon cancer. It helps build immunity and aids in your weight loss journey. Its actual colour may vary between purple to reddish pink based on the soil conditions. The approximate weight of one cabbage is around 600-950 gm.","EAN Code: 40215110  Country of origin: India  Manufacturer Name & Marketed by : Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071. FSSAI No : 10015042002228   Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40215110
Hoovu Fresh,"Hoovu Fresh Paneer Roses, 100 g","fruits & vegetables -> flower bouquets, bunches",94,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40322789-2_1-hoovu-fresh-paneer-roses.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40322789/hoovu-fresh-paneer-roses-100-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=43&t_s=Paneer+Roses,Hoovu fresh brings you the range of Paneer Roses which are highly fragrant.These loose rose are widely used at the religious places for the offering to the God/Goddess.,"EAN Code: 40322789 Manufactured Name & Marketed By : Yeshoda Rose Bazaar Retail, 1391, 3rd cross, Judicial Layout, Bangalore, Karnataka 560065 and Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park, Challaghatta Village, Behind Dell, Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560083FSSAI :10015042002228Country of Origin: India Best Before 2 days from delivery date.Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date.  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40322789
